datacenter_reference,deployment_id,deployment_guid,receiver_manufacturer,receiver_model,receiver_serial_number,receiver_reference_type,receiver_reference_id
OTN-Global,FRO-R004-VR2W-100428-1,OTN-GlobalFROFRO-R004-VR2W-100428-1,VEMCO,VR2W,100428,ManmadePlatform,FRO_FRO-R004
OTN-Global,FRO-R005-VR2W-103174-1,OTN-GlobalFROFRO-R005-VR2W-103174-1,VEMCO,VR2W,103174,ManmadePlatform,FRO_FRO-R005
OTN-Global,FRO-R006-VR2W-103183-1,OTN-GlobalFROFRO-R006-VR2W-103183-1,VEMCO,VR2W,103183,ManmadePlatform,FRO_FRO-R006
OTN-Global,FRO-R008-VR2W-102549-1,OTN-GlobalFROFRO-R008-VR2W-102549-1,VEMCO,VR2W,102549,ManmadePlatform,FRO_FRO-R008
OTN-Global,FRO-R010-VR2W-102540-1,OTN-GlobalFROFRO-R010-VR2W-102540-1,VEMCO,VR2W,102540,ManmadePlatform,FRO_FRO-R010
OTN-Global,FRO-R014-VR2W-300016-1,OTN-GlobalFROFRO-R014-VR2W-300016-1,VEMCO,VR2W,300016,ManmadePlatform,FRO_FRO-R014
OTN-Global,FRO-R024-VR2W-103181-1,OTN-GlobalFROFRO-R024-VR2W-103181-1,VEMCO,VR2W,103181,ManmadePlatform,FRO_FRO-R024
OTN-Global,FRO-R025-VR2W-102533-1,OTN-GlobalFROFRO-R025-VR2W-102533-1,VEMCO,VR2W,102533,ManmadePlatform,FRO_FRO-R025
OTN-Global,FRO-R026-VR2W-103184-1,OTN-GlobalFROFRO-R026-VR2W-103184-1,VEMCO,VR2W,103184,ManmadePlatform,FRO_FRO-R026
OTN-Global,FRO-R027-VR2W-102556-1,OTN-GlobalFROFRO-R027-VR2W-102556-1,VEMCO,VR2W,102556,ManmadePlatform,FRO_FRO-R027
OTN-Global,FRO-R028-VR2W-103187-1,OTN-GlobalFROFRO-R028-VR2W-103187-1,VEMCO,VR2W,103187,ManmadePlatform,FRO_FRO-R028
OTN-Global,FRO-R029-VR2W-300015-1,OTN-GlobalFROFRO-R029-VR2W-300015-1,VEMCO,VR2W,300015,ManmadePlatform,FRO_FRO-R029
OTN-Global,FRO-R030-VR2W-102552-1,OTN-GlobalFROFRO-R030-VR2W-102552-1,VEMCO,VR2W,102552,ManmadePlatform,FRO_FRO-R030
OTN-Global,VPS7-GBT-VR2W-119534-1,OTN-GlobalGBTVPS7-GBT-VR2W-119534-1,VEMCO,VR2W,119534,ManmadePlatform,GBT_VPS7
OTN-Global,River Mouth-VR2W-108192-1,OTN-GlobalGBTRiver Mouth-VR2W-108192-1,VEMCO,VR2W,108192,ManmadePlatform,GBT_River Mouth
OTN-Global,Middle Island-VR2W-119533-3,OTN-GlobalGBTMiddle Island-VR2W-119533-3,VEMCO,VR2W,119533,ManmadePlatform,GBT_Middle Island
OTN-Global,Middle Island-VR2-7129-1,OTN-GlobalGBTMiddle Island-VR2-7129-1,VEMCO,VR2,7129,ManmadePlatform,GBT_Middle Island
OTN-Global,Middle Island-VR2-7129-2,OTN-GlobalGBTMiddle Island-VR2-7129-2,VEMCO,VR2,7129,ManmadePlatform,GBT_Middle Island
OTN-Global,Across From Jackie's Brook-VR2-6671-1,OTN-GlobalGBTAcross From Jackie's Brook-VR2-6671-1,VEMCO,VR2,6671,ManmadePlatform,GBT_Across From Jackie's Brook
OTN-Global,Across From Jackie's Brook-VR2W-119549-3,OTN-GlobalGBTAcross From Jackie's Brook-VR2W-119549-3,VEMCO,VR2W,119549,ManmadePlatform,GBT_Across From Jackie's Brook
OTN-Global,Ballast Island-VR2W-119548-2,OTN-GlobalGBTBallast Island-VR2W-119548-2,VEMCO,VR2W,119548,ManmadePlatform,GBT_Ballast Island
OTN-Global,Bar Tickle West-VR2-7129-1,OTN-GlobalGBTBar Tickle West-VR2-7129-1,VEMCO,VR2,7129,ManmadePlatform,GBT_Bar Tickle West
OTN-Global,Bobby Duck Island-VR2-6672-1,OTN-GlobalGBTBobby Duck Island-VR2-6672-1,VEMCO,VR2,6672,ManmadePlatform,GBT_Bobby Duck Island
OTN-Global,Bobby Duck Island-VR2W-119405-2,OTN-GlobalGBTBobby Duck Island-VR2W-119405-2,VEMCO,VR2W,119405,ManmadePlatform,GBT_Bobby Duck Island
OTN-Global,Cabin Bay-VR2-5709-1,OTN-GlobalGBTCabin Bay-VR2-5709-1,VEMCO,VR2,5709,ManmadePlatform,GBT_Cabin Bay
OTN-Global,Peckham's Cove-VR2-6676-1,OTN-GlobalGBTPeckham's Cove-VR2-6676-1,VEMCO,VR2,6676,ManmadePlatform,GBT_Peckham's Cove
OTN-Global,River Out-VR2-6073-1,OTN-GlobalGBTRiver Out-VR2-6073-1,VEMCO,VR2,6073,ManmadePlatform,GBT_River Out
OTN-Global,Sandy Hook - Inside-VR2W-104557-1,OTN-GlobalGBTSandy Hook - Inside-VR2W-104557-1,VEMCO,VR2W,104557,ManmadePlatform,GBT_Sandy Hook - Inside
OTN-Global,Salmon Point - Inside-VR2W-103506-1,OTN-GlobalGBTSalmon Point - Inside-VR2W-103506-1,VEMCO,VR2W,103506,ManmadePlatform,GBT_Salmon Point - Inside
OTN-Global,Shinneys Pond East-VR2W-119550-1,OTN-GlobalGBTShinneys Pond East-VR2W-119550-1,VEMCO,VR2W,119550,ManmadePlatform,GBT_Shinneys Pond East
OTN-Global,Shinneys Pond Inlet-VR2W-119410-1,OTN-GlobalGBTShinneys Pond Inlet-VR2W-119410-1,VEMCO,VR2W,119410,ManmadePlatform,GBT_Shinneys Pond Inlet
OTN-Global,Peckham's Cove-VR2W-102510-2,OTN-GlobalGBTPeckham's Cove-VR2W-102510-2,VEMCO,VR2W,102510,ManmadePlatform,GBT_Peckham's Cove
OTN-Global,Sandy Hook - Inside-VR2W-103502-2,OTN-GlobalGBTSandy Hook - Inside-VR2W-103502-2,VEMCO,VR2W,103502,ManmadePlatform,GBT_Sandy Hook - Inside
OTN-Global,Cooper's Bight-VR2-6074-1,OTN-GlobalGBTCooper's Bight-VR2-6074-1,VEMCO,VR2,6074,ManmadePlatform,GBT_Cooper's Bight
OTN-Global,Cooper's Bight-VR2-6074-2,OTN-GlobalGBTCooper's Bight-VR2-6074-2,VEMCO,VR2,6074,ManmadePlatform,GBT_Cooper's Bight
OTN-Global,Light Tickle-VR2-6666-2,OTN-GlobalGBTLight Tickle-VR2-6666-2,VEMCO,VR2,6666,ManmadePlatform,GBT_Light Tickle
OTN-Global,Middle Island-VR2W-115262-4,OTN-GlobalGBTMiddle Island-VR2W-115262-4,VEMCO,VR2W,115262,ManmadePlatform,GBT_Middle Island
OTN-Global,Copper Island-VR2W-103504-1,OTN-GlobalGBTCopper Island-VR2W-103504-1,VEMCO,VR2W,103504,ManmadePlatform,GBT_Copper Island
OTN-Global,Salmon Point - Outside-VR2-6674-1,OTN-GlobalGBTSalmon Point - Outside-VR2-6674-1,VEMCO,VR2,6674,ManmadePlatform,GBT_Salmon Point - Outside
nep,JDF021-VR3-UWM-260-773,nepJDFJDF021-VR3-UWM-260-773,VEMCO,VR3-UWM,260,ManmadePlatform,JDF_JDF021
OTN-Global,Fish Rock - Inside-VR2W-103508-2,OTN-GlobalGBTFish Rock - Inside-VR2W-103508-2,VEMCO,VR2W,103508,ManmadePlatform,GBT_Fish Rock - Inside
OTN-Global,Williams Harbour Run - Inside-VR2-6072-1,OTN-GlobalGBTWilliams Harbour Run - Inside-VR2-6072-1,VEMCO,VR2,6072,ManmadePlatform,GBT_Williams Harbour Run - Inside
OTN-Global,Pinsents Arm-VR2-5709-1,OTN-GlobalGBTPinsents Arm-VR2-5709-1,VEMCO,VR2,5709,ManmadePlatform,GBT_Pinsents Arm
OTN-Global,Shinneys Pond North-VR2W-119407-1,OTN-GlobalGBTShinneys Pond North-VR2W-119407-1,VEMCO,VR2W,119407,ManmadePlatform,GBT_Shinneys Pond North
OTN-Global,Shinneys Pond West-VR2W-119414-1,OTN-GlobalGBTShinneys Pond West-VR2W-119414-1,VEMCO,VR2W,119414,ManmadePlatform,GBT_Shinneys Pond West
OTN-Global,Small Cooper Island-VR2W-104553-1,OTN-GlobalGBTSmall Cooper Island-VR2W-104553-1,VEMCO,VR2W,104553,ManmadePlatform,GBT_Small Cooper Island
OTN-Global,Williams Harbour Run - Outside-VR2W-119406-2,OTN-GlobalGBTWilliams Harbour Run - Outside-VR2W-119406-2,VEMCO,VR2W,119406,ManmadePlatform,GBT_Williams Harbour Run - Outside
OTN-Global,Ballast Island-VR2-7889-1,OTN-GlobalGBTBallast Island-VR2-7889-1,VEMCO,VR2,7889,ManmadePlatform,GBT_Ballast Island
OTN-Global,Middle Island Brook-VR2-7129-cght,OTN-GlobalGBTMiddle Island Brook-VR2-7129-cght,VEMCO,VR2,7129,ManmadePlatform,GBT_Middle Island
OTN-Global,Cartwright Island-VR2-7897-1,OTN-GlobalGBTCartwright Island-VR2-7897-1,VEMCO,VR2,7897,ManmadePlatform,GBT_Cartwright Island
OTN-Global,Corey's Shoal-VR2-6074-1,OTN-GlobalGBTCorey's Shoal-VR2-6074-1,VEMCO,VR2,6074,ManmadePlatform,GBT_Corey's Shoal
OTN-Global,Dog Point-VR2-6074-1,OTN-GlobalGBTDog Point-VR2-6074-1,VEMCO,VR2,6074,ManmadePlatform,GBT_Dog Point
OTN-Global,Bird Island-VR2W-100394-1,OTN-GlobalGBTBird Island-VR2W-100394-1,VEMCO,VR2W,100394,ManmadePlatform,GBT_Bird Island
OTN-Global,Cabin Bay-VR2W-102505-2,OTN-GlobalGBTCabin Bay-VR2W-102505-2,VEMCO,VR2W,102505,ManmadePlatform,GBT_Cabin Bay
OTN-Global,Bar Tickle West-VR2W-103507-2,OTN-GlobalGBTBar Tickle West-VR2W-103507-2,VEMCO,VR2W,103507,ManmadePlatform,GBT_Bar Tickle West
OTN-Global,Dog Point-VR2-6677-3,OTN-GlobalGBTDog Point-VR2-6677-3,VEMCO,VR2,6677,ManmadePlatform,GBT_Dog Point
OTN-Global,Dog Point-VR2W-104554-2,OTN-GlobalGBTDog Point-VR2W-104554-2,VEMCO,VR2W,104554,ManmadePlatform,GBT_Dog Point
OTN-Global,Fish Rock - Inside-VR2W-103502-1,OTN-GlobalGBTFish Rock - Inside-VR2W-103502-1,VEMCO,VR2W,103502,ManmadePlatform,GBT_Fish Rock - Inside
OTN-Global,Fish Rock - Outside-VR2W-103508-1,OTN-GlobalGBTFish Rock - Outside-VR2W-103508-1,VEMCO,VR2W,103508,ManmadePlatform,GBT_Fish Rock - Outside
OTN-Global,Hell Cove-VR2-7891-1,OTN-GlobalGBTHell Cove-VR2-7891-1,VEMCO,VR2,7891,ManmadePlatform,GBT_Hell Cove
OTN-Global,Hummac-VR2W-103511-1,OTN-GlobalGBTHummac-VR2W-103511-1,VEMCO,VR2W,103511,ManmadePlatform,GBT_Hummac
OTN-Global,Dog Point-VR2W-119534-4,OTN-GlobalGBTDog Point-VR2W-119534-4,VEMCO,VR2W,119534,ManmadePlatform,GBT_Dog Point
OTN-Global,Johnny's Rocks East-VR2-5701-1,OTN-GlobalGBTJohnny's Rocks East-VR2-5701-1,VEMCO,VR2,5701,ManmadePlatform,GBT_Johnny's Rocks East
OTN-Global,Johnny's Rocks North-VR2-5707-1,OTN-GlobalGBTJohnny's Rocks North-VR2-5707-1,VEMCO,VR2,5707,ManmadePlatform,GBT_Johnny's Rocks North
OTN-Global,Kelly Pt-VR2W-119547-1,OTN-GlobalGBTKelly Pt-VR2W-119547-1,VEMCO,VR2W,119547,ManmadePlatform,GBT_Kelly Pt
OTN-Global,Light Tickle-VR2W-104560-1,OTN-GlobalGBTLight Tickle-VR2W-104560-1,VEMCO,VR2W,104560,ManmadePlatform,GBT_Light Tickle
OTN-Global,Light Tickle-VR2W-119546-3,OTN-GlobalGBTLight Tickle-VR2W-119546-3,VEMCO,VR2W,119546,ManmadePlatform,GBT_Light Tickle
OTN-Global,Magashu Tickle-VR2-5708-1,OTN-GlobalGBTMagashu Tickle-VR2-5708-1,VEMCO,VR2,5708,ManmadePlatform,GBT_Magashu Tickle
OTN-Global,offshore 001-VR2W-119408-1,OTN-GlobalGBToffshore 001-VR2W-119408-1,VEMCO,VR2W,119408,ManmadePlatform,GBT_offshore 001
OTN-Global,Main Tickle-VR2W-105911-1,OTN-GlobalGBTMain Tickle-VR2W-105911-1,VEMCO,VR2W,105911,ManmadePlatform,GBT_Main Tickle
OTN-Global,Georges Cove-VR2-5706-1,OTN-GlobalGBTGeorges Cove-VR2-5706-1,VEMCO,VR2,5706,ManmadePlatform,GBT_Georges Cove
OTN-Global,offshore 002-VR2W-119528-1,OTN-GlobalGBToffshore 002-VR2W-119528-1,VEMCO,VR2W,119528,ManmadePlatform,GBT_offshore 002
OTN-Global,offshore 003-VR2W-119413-1,OTN-GlobalGBToffshore 003-VR2W-119413-1,VEMCO,VR2W,119413,ManmadePlatform,GBT_offshore 003
OTN-Global,offshore 004-VR2W-102508-1,OTN-GlobalGBToffshore 004-VR2W-102508-1,VEMCO,VR2W,102508,ManmadePlatform,GBT_offshore 004
OTN-Global,Flat Island-VR2W-100390-1,OTN-GlobalGBTFlat Island-VR2W-100390-1,VEMCO,VR2W,100390,ManmadePlatform,GBT_Flat Island
OTN-Global,Salt Pond-VR2-6071-1,OTN-GlobalGBTSalt Pond-VR2-6071-1,VEMCO,VR2,6071,ManmadePlatform,GBT_Salt Pond
OTN-Global,Small Cooper Island-VR2-7894-2,OTN-GlobalGBTSmall Cooper Island-VR2-7894-2,VEMCO,VR2,7894,ManmadePlatform,GBT_Small Cooper Island
OTN-Global,Small Cooper Island-VR2W-119532-3,OTN-GlobalGBTSmall Cooper Island-VR2W-119532-3,VEMCO,VR2W,119532,ManmadePlatform,GBT_Small Cooper Island
OTN-Global,Salt Pond-VR2W-119529-2,OTN-GlobalGBTSalt Pond-VR2W-119529-2,VEMCO,VR2W,119529,ManmadePlatform,GBT_Salt Pond
OTN-Global,Sandy Hook - Outside-VR2W-103509-1,OTN-GlobalGBTSandy Hook - Outside-VR2W-103509-1,VEMCO,VR2W,103509,ManmadePlatform,GBT_Sandy Hook - Outside
OTN-Global,Spear Point - Inside-VR2W-103503-1,OTN-GlobalGBTSpear Point - Inside-VR2W-103503-1,VEMCO,VR2W,103503,ManmadePlatform,GBT_Spear Point - Inside
OTN-Global,Spear Point - Outside-VR2W-103505-1,OTN-GlobalGBTSpear Point - Outside-VR2W-103505-1,VEMCO,VR2W,103505,ManmadePlatform,GBT_Spear Point - Outside
OTN-Global,Johnny's Rocks East-VR2W-102507-2,OTN-GlobalGBTJohnny's Rocks East-VR2W-102507-2,VEMCO,VR2W,102507,ManmadePlatform,GBT_Johnny's Rocks East
OTN-Global,River Out-VR2W-102506-2,OTN-GlobalGBTRiver Out-VR2W-102506-2,VEMCO,VR2W,102506,ManmadePlatform,GBT_River Out
OTN-Global,Magashu Tickle-VR2W-100391-2,OTN-GlobalGBTMagashu Tickle-VR2W-100391-2,VEMCO,VR2W,100391,ManmadePlatform,GBT_Magashu Tickle
OTN-Global,Kelly Island-VR2W-108191-1,OTN-GlobalGBTKelly Island-VR2W-108191-1,VEMCO,VR2W,108191,ManmadePlatform,GBT_Kelly Island
OTN-Global,Shinneys Pond Outlet-VR2W-119411-1,OTN-GlobalGBTShinneys Pond Outlet-VR2W-119411-1,VEMCO,VR2W,119411,ManmadePlatform,GBT_Shinneys Pond Outlet
OTN-Global,Johnny's Rocks North-VR2W-104561-2,OTN-GlobalGBTJohnny's Rocks North-VR2W-104561-2,VEMCO,VR2W,104561,ManmadePlatform,GBT_Johnny's Rocks North
OTN-Global,Williams Harbour Run - Outside-VR2-6669-1,OTN-GlobalGBTWilliams Harbour Run - Outside-VR2-6669-1,VEMCO,VR2,6669,ManmadePlatform,GBT_Williams Harbour Run - Outside
OTN-Global,Hummac-VR2W-105910-2,OTN-GlobalGBTHummac-VR2W-105910-2,VEMCO,VR2W,105910,ManmadePlatform,GBT_Hummac
OTN-Global,Jackie's Brook-VR2W-104552-1,OTN-GlobalGBTJackie's Brook-VR2W-104552-1,VEMCO,VR2W,104552,ManmadePlatform,GBT_Jackie's Brook
OTN-Global,Lazyman's Island-VR2W-104559-1,OTN-GlobalGBTLazyman's Island-VR2W-104559-1,VEMCO,VR2W,104559,ManmadePlatform,GBT_Lazyman's Island
OTN-Global,Hell Cove-VR2W-119409-2,OTN-GlobalGBTHell Cove-VR2W-119409-2,VEMCO,VR2W,119409,ManmadePlatform,GBT_Hell Cove
OTN-Global,Williams Harbour Run - Inside-VR2W-103510-2,OTN-GlobalGBTWilliams Harbour Run - Inside-VR2W-103510-2,VEMCO,VR2W,103510,ManmadePlatform,GBT_Williams Harbour Run - Inside
OTN-Global,Georges Cove-VR2W-102513-3,OTN-GlobalGBTGeorges Cove-VR2W-102513-3,VEMCO,VR2W,102513,ManmadePlatform,GBT_Georges Cove
OTN-Global,Alexis River-GBT-VR2W-105908-1,OTN-GlobalGBTAlexis River-GBT-VR2W-105908-1,VEMCO,VR2W,105908,ManmadePlatform,GBT_Alexis River
OTN-Global,Dog Point Middle-GBT-VR2W-123433-1,OTN-GlobalGBTDog Point Middle-GBT-VR2W-123433-1,VEMCO,VR2W,123433,ManmadePlatform,GBT_Dog Point Middle
OTN-Global,Shinneys Pond West-GBT-VR2W-124410-2,OTN-GlobalGBTShinneys Pond West-GBT-VR2W-124410-2,VEMCO,VR2W,124410,ManmadePlatform,GBT_Shinneys Pond West
OTN-Global,Fish Rock - Inside-GBT-VR2W-108440-4,OTN-GlobalGBTFish Rock - Inside-GBT-VR2W-108440-4,VEMCO,VR2W,108440,ManmadePlatform,GBT_Fish Rock - Inside
OTN-Global,Fish Rock - Inside-GBT-VR2W-119412-3,OTN-GlobalGBTFish Rock - Inside-GBT-VR2W-119412-3,VEMCO,VR2W,119412,ManmadePlatform,GBT_Fish Rock - Inside
OTN-Global,Hare Island-GBT-VR2W-108440-1,OTN-GlobalGBTHare Island-GBT-VR2W-108440-1,VEMCO,VR2W,108440,ManmadePlatform,GBT_Hare Island
OTN-Global,Hare Island-GBT-VR2W-108453-2,OTN-GlobalGBTHare Island-GBT-VR2W-108453-2,VEMCO,VR2W,108453,ManmadePlatform,GBT_Hare Island
OTN-Global,Johnny's Rocks East-GBT-VR2W-108228-3,OTN-GlobalGBTJohnny's Rocks East-GBT-VR2W-108228-3,VEMCO,VR2W,108228,ManmadePlatform,GBT_Johnny's Rocks East
OTN-Global,Kelly Pt-GBT-VR2W-108229-2,OTN-GlobalGBTKelly Pt-GBT-VR2W-108229-2,VEMCO,VR2W,108229,ManmadePlatform,GBT_Kelly Pt
OTN-Global,Middle Island-GBT-VR2W-107619-5,OTN-GlobalGBTMiddle Island-GBT-VR2W-107619-5,VEMCO,VR2W,107619,ManmadePlatform,GBT_Middle Island
OTN-Global,Salmon Point - Inside-GBT-VR2W-119412-2,OTN-GlobalGBTSalmon Point - Inside-GBT-VR2W-119412-2,VEMCO,VR2W,119412,ManmadePlatform,GBT_Salmon Point - Inside
OTN-Global,Shinneys Pond East-GBT-VR2W-124406-2,OTN-GlobalGBTShinneys Pond East-GBT-VR2W-124406-2,VEMCO,VR2W,124406,ManmadePlatform,GBT_Shinneys Pond East
OTN-Global,Shinneys Pond Inlet-GBT-VR2W-108436-2,OTN-GlobalGBTShinneys Pond Inlet-GBT-VR2W-108436-2,VEMCO,VR2W,108436,ManmadePlatform,GBT_Shinneys Pond Inlet
OTN-Global,Shinneys Pond North-GBT-VR2W-124411-2,OTN-GlobalGBTShinneys Pond North-GBT-VR2W-124411-2,VEMCO,VR2W,124411,ManmadePlatform,GBT_Shinneys Pond North
OTN-Global,Shinneys Pond Outlet-GBT-VR2W-124409-2,OTN-GlobalGBTShinneys Pond Outlet-GBT-VR2W-124409-2,VEMCO,VR2W,124409,ManmadePlatform,GBT_Shinneys Pond Outlet
OTN-Global,Tabby's Harbour-GBT-VR2W-103506-1,OTN-GlobalGBTTabby's Harbour-GBT-VR2W-103506-1,VEMCO,VR2W,103506,ManmadePlatform,GBT_Tabby's Harbour
OTN-Global,VPS1-GBT-VR2W-102514-1,OTN-GlobalGBTVPS1-GBT-VR2W-102514-1,VEMCO,VR2W,102514,ManmadePlatform,GBT_VPS1
OTN-Global,VPS2-GBT-VR2W-108459-1,OTN-GlobalGBTVPS2-GBT-VR2W-108459-1,VEMCO,VR2W,108459,ManmadePlatform,GBT_VPS2
OTN-Global,VPS3-GBT-VR2W-102511-1,OTN-GlobalGBTVPS3-GBT-VR2W-102511-1,VEMCO,VR2W,102511,ManmadePlatform,GBT_VPS3
OTN-Global,VPS4-GBT-VR2W-109530-1,OTN-GlobalGBTVPS4-GBT-VR2W-109530-1,VEMCO,VR2W,109530,ManmadePlatform,GBT_VPS4
OTN-Global,VPS5-GBT-VR2W-108233-1,OTN-GlobalGBTVPS5-GBT-VR2W-108233-1,VEMCO,VR2W,108233,ManmadePlatform,GBT_VPS5
OTN-Global,VPS6-GBT-VR2W-104567-1,OTN-GlobalGBTVPS6-GBT-VR2W-104567-1,VEMCO,VR2W,104567,ManmadePlatform,GBT_VPS6
OTN-Global,VPS8-GBT-VR2W-108226-1,OTN-GlobalGBTVPS8-GBT-VR2W-108226-1,VEMCO,VR2W,108226,ManmadePlatform,GBT_VPS8
OTN-Global,OTN200-1,OTN-GlobalGDLOTN200-1,Teledyne Webb,Slocum Electric Glider,otn200,ManmadePlatform,GDL_GDL-TEST2011
OTN-Global,OTN200-2,OTN-GlobalGDLOTN200-2,Teledyne Webb,Slocum Electric Glider,otn200,ManmadePlatform,GDL_GDL-TEST2011
OTN-Global,OTN200-3,OTN-GlobalGDLOTN200-3,Teledyne Webb,Slocum Electric Glider,otn200,ManmadePlatform,GDL_GDL-TEST2011
OTN-Global,OTN121-4,OTN-GlobalGDLOTN121-4,Teledyne Webb,Slocum Electric Glider,otn121,ManmadePlatform,GDL_GDL-TEST2011
OTN-Global,OTN200-7,OTN-GlobalGDLOTN200-7,Teledyne Webb,Slocum Electric Glider,otn200,ManmadePlatform,GDL_GDL-TEST2011
OTN-Global,OTN200-17,OTN-GlobalGDLOTN200-17,Teledyne Webb,Slocum Electric Glider,otn200,ManmadePlatform,GDL_GDL-TEST2011
OTN-Global,OTN121-6,OTN-GlobalGDLOTN121-6,Teledyne Webb,Slocum Electric Glider,otn121,ManmadePlatform,GDL_GDL-TEST2011
OTN-Global,OTN201-11,OTN-GlobalGDLOTN201-11,Teledyne Webb,Slocum Electric Glider,otn201,ManmadePlatform,GDL_GDL-TEST2011
OTN-Global,OTN200-8,OTN-GlobalGDLOTN200-8,Teledyne Webb,Slocum Electric Glider,otn200,ManmadePlatform,GDL_GDL-TEST2011
OTN-Global,OTN200-9,OTN-GlobalGDLOTN200-9,Teledyne Webb,Slocum Electric Glider,otn200,ManmadePlatform,GDL_GDL-TEST2011
OTN-Global,OTN200-5,OTN-GlobalGDLOTN200-5,Teledyne Webb,Slocum Electric Glider,otn200,ManmadePlatform,GDL_GDL-TEST2011
OTN-Global,OTN200-13,OTN-GlobalGDLOTN200-13,Teledyne Webb,Slocum Electric Glider,otn200,ManmadePlatform,GDL_GDL-TEST2011
OTN-Global,OTN200-14,OTN-GlobalGDLOTN200-14,Teledyne Webb,Slocum Electric Glider,otn200,ManmadePlatform,GDL_GDL-TEST2011
OTN-Global,OTN200-15,OTN-GlobalGDLOTN200-15,Teledyne Webb,Slocum Electric Glider,otn200,ManmadePlatform,GDL_GDL-TEST2011
OTN-Global,OTN200-16,OTN-GlobalGDLOTN200-16,Teledyne Webb,Slocum Electric Glider,otn200,ManmadePlatform,GDL_GDL-TEST2011
OTN-Global,OTN200-10,OTN-GlobalGDLOTN200-10,Teledyne Webb,Slocum Electric Glider,otn200,ManmadePlatform,GDL_GDL-TEST2011
OTN-Global,GDL-WG201305-450090,OTN-GlobalGDLGDL-WG201305-450090,VEMCO,VR2C,450090,ManmadePlatform,GDL_GDL-WG201305
OTN-Global,GDL-WG201206-450009,OTN-GlobalGDLGDL-WG201206-450009,VEMCO,VR2C,450009,ManmadePlatform,GDL_GDL-WG201206
OTN-Global,GDL-WG201206-1141765,OTN-GlobalGDLGDL-WG201206-1141765,VEMCO,VMT,1141765,ManmadePlatform,GDL_GDL-WG201206
OTN-Global,GEERG-BSP-VR2-1569-1,OTN-GlobalGEERGGEERG-BSP-VR2-1569-1,VEMCO,VR2,1569,ManmadePlatform,GEERG_GEERG-BSP001
OTN-Global,GEERG-BDA-VR2-1007-1,OTN-GlobalGEERGGEERG-BDA-VR2-1007-1,VEMCO,VR2,1007,ManmadePlatform,GEERG_GEERG-BDA001
OTN-Global,GEERG-W-BSP-VR2-1115-1,OTN-GlobalGEERGGEERG-W-BSP-VR2-1115-1,VEMCO,VR2,1115,ManmadePlatform,GEERG_GEERG-W-BSP001
OTN-Global,GEERG-E-BSP-VR2-1564-1,OTN-GlobalGEERGGEERG-E-BSP-VR2-1564-1,VEMCO,VR2,1564,ManmadePlatform,GEERG_GEERG-E-BSP001
OTN-Global,GEERG-WB-VR2-2611-1,OTN-GlobalGEERGGEERG-WB-VR2-2611-1,VEMCO,VR2,2611,ManmadePlatform,GEERG_GEERG-WB001
OTN-Global,GMEN-DAM01-VR2W-101382-2014,OTN-GlobalGMENGMEN-DAM01-VR2W-101382-2014,VEMCO,VR2W,101382,ManmadePlatform,GMEN_DAM01
OTN-Global,GMEN-DAM01-VR2W-115070-2015,OTN-GlobalGMENGMEN-DAM01-VR2W-115070-2015,VEMCO,VR2W,115070,ManmadePlatform,GMEN_DAM01
OTN-Global,GMEN-DAM02-VR2W-106531-2014,OTN-GlobalGMENGMEN-DAM02-VR2W-106531-2014,VEMCO,VR2W,106531,ManmadePlatform,GMEN_DAM02
OTN-Global,GMEN-DAM02-VR2W-115064-2015,OTN-GlobalGMENGMEN-DAM02-VR2W-115064-2015,VEMCO,VR2W,115064,ManmadePlatform,GMEN_DAM02
OTN-Global,GMEN-DAM03-VR2W-106538-2015,OTN-GlobalGMENGMEN-DAM03-VR2W-106538-2015,VEMCO,VR2W,106538,ManmadePlatform,GMEN_DAM03
OTN-Global,GMEN-DAM03-VR2W-115066-2014,OTN-GlobalGMENGMEN-DAM03-VR2W-115066-2014,VEMCO,VR2W,115066,ManmadePlatform,GMEN_DAM03
OTN-Global,GMEN-DEN01-VR2W-106547-2014,OTN-GlobalGMENGMEN-DEN01-VR2W-106547-2014,VEMCO,VR2W,106547,ManmadePlatform,GMEN_DEN01
OTN-Global,GMEN-DEN02-VR2W-105586-2015,OTN-GlobalGMENGMEN-DEN02-VR2W-105586-2015,VEMCO,VR2W,105586,ManmadePlatform,GMEN_DEN02
OTN-Global,GMEN-DEN03-VR2W-105583-2015,OTN-GlobalGMENGMEN-DEN03-VR2W-105583-2015,VEMCO,VR2W,105583,ManmadePlatform,GMEN_DEN03
OTN-Global,GMEN-EM01-VR2W-104678-2015,OTN-GlobalGMENGMEN-EM01-VR2W-104678-2015,VEMCO,VR2W,104678,ManmadePlatform,GMEN_EM01
OTN-Global,GMEN-EM02-VR2W-115066-2015,OTN-GlobalGMENGMEN-EM02-VR2W-115066-2015,VEMCO,VR2W,115066,ManmadePlatform,GMEN_EM02
OTN-Global,GMEN-MED01-VR2W-104684-2015,OTN-GlobalGMENGMEN-MED01-VR2W-104684-2015,VEMCO,VR2W,104684,ManmadePlatform,GMEN_MED01
OTN-Global,GMEN-MED01-VR2W-105586-2014,OTN-GlobalGMENGMEN-MED01-VR2W-105586-2014,VEMCO,VR2W,105586,ManmadePlatform,GMEN_MED01
OTN-Global,GMEN-MED02-VR2W-104679-2015,OTN-GlobalGMENGMEN-MED02-VR2W-104679-2015,VEMCO,VR2W,104679,ManmadePlatform,GMEN_MED02
